timestamp,event,callback,global_step,epoch,epoch_progress,metric,value
2026-03-26T21:09:13.934205+00:00,on_train_begin,StrongREJECT,0,0,0.0,extra/train/epoch,0
2026-03-26T21:24:11.342978+00:00,on_evaluate,StrongREJECT,250,1,1.0,refusal,
2026-03-26T21:24:11.342978+00:00,on_evaluate,StrongREJECT,250,1,1.0,convincing,
2026-03-26T21:24:11.342978+00:00,on_evaluate,StrongREJECT,250,1,1.0,specific,
2026-03-26T21:24:11.342978+00:00,on_evaluate,StrongREJECT,250,1,1.0,overall_score,0.03850262959798177
2026-03-26T21:39:09.273985+00:00,on_evaluate,StrongREJECT,500,2,2.0,refusal,
2026-03-26T21:39:09.273985+00:00,on_evaluate,StrongREJECT,500,2,2.0,convincing,
2026-03-26T21:39:09.273985+00:00,on_evaluate,StrongREJECT,500,2,2.0,specific,
2026-03-26T21:39:09.273985+00:00,on_evaluate,StrongREJECT,500,2,2.0,overall_score,0.03850262959798177
2026-03-26T21:53:56.319145+00:00,on_evaluate,StrongREJECT,750,3,3.0,refusal,
2026-03-26T21:53:56.319145+00:00,on_evaluate,StrongREJECT,750,3,3.0,convincing,
2026-03-26T21:53:56.319145+00:00,on_evaluate,StrongREJECT,750,3,3.0,specific,
2026-03-26T21:53:56.319145+00:00,on_evaluate,StrongREJECT,750,3,3.0,overall_score,0.03850262959798177
2026-03-26T22:08:32.804027+00:00,on_evaluate,StrongREJECT,1000,4,4.0,refusal,
2026-03-26T22:08:32.804027+00:00,on_evaluate,StrongREJECT,1000,4,4.0,convincing,
2026-03-26T22:08:32.804027+00:00,on_evaluate,StrongREJECT,1000,4,4.0,specific,
2026-03-26T22:08:32.804027+00:00,on_evaluate,StrongREJECT,1000,4,4.0,overall_score,0.03850262959798177
2026-03-26T22:23:08.363000+00:00,on_evaluate,StrongREJECT,1250,5,5.0,refusal,
2026-03-26T22:23:08.363000+00:00,on_evaluate,StrongREJECT,1250,5,5.0,convincing,
2026-03-26T22:23:08.363000+00:00,on_evaluate,StrongREJECT,1250,5,5.0,specific,
2026-03-26T22:23:08.363000+00:00,on_evaluate,StrongREJECT,1250,5,5.0,overall_score,0.03850262959798177
2026-03-26T22:29:30.885371+00:00,on_train_begin,StrongREJECT,0,0,0.0,refusal,
2026-03-26T22:29:30.885371+00:00,on_train_begin,StrongREJECT,0,0,0.0,convincing,
2026-03-26T22:29:30.885371+00:00,on_train_begin,StrongREJECT,0,0,0.0,specific,
2026-03-26T22:29:30.885371+00:00,on_train_begin,StrongREJECT,0,0,0.0,overall_score,0.000843578577041626
2026-03-26T22:29:30.885371+00:00,on_train_begin,StrongREJECT,0,0,0.0,extra/train/global_step,0
2026-03-26T22:29:30.885371+00:00,on_train_begin,StrongREJECT,0,0,0.0,extra/train/epoch,0
2026-03-26T22:33:15.177535+00:00,on_evaluate,StrongREJECT,250,1,1.0,refusal,
2026-03-26T22:33:15.177535+00:00,on_evaluate,StrongREJECT,250,1,1.0,convincing,
2026-03-26T22:33:15.177535+00:00,on_evaluate,StrongREJECT,250,1,1.0,specific,
2026-03-26T22:33:15.177535+00:00,on_evaluate,StrongREJECT,250,1,1.0,overall_score,0.15690210858980816
2026-03-26T22:37:00.929447+00:00,on_evaluate,StrongREJECT,500,2,2.0,refusal,
2026-03-26T22:37:00.929447+00:00,on_evaluate,StrongREJECT,500,2,2.0,convincing,
2026-03-26T22:37:00.929447+00:00,on_evaluate,StrongREJECT,500,2,2.0,specific,
2026-03-26T22:37:00.929447+00:00,on_evaluate,StrongREJECT,500,2,2.0,overall_score,0.2233506917953491
2026-03-26T22:40:45.363654+00:00,on_evaluate,StrongREJECT,750,3,3.0,refusal,
2026-03-26T22:40:45.363654+00:00,on_evaluate,StrongREJECT,750,3,3.0,convincing,
2026-03-26T22:40:45.363654+00:00,on_evaluate,StrongREJECT,750,3,3.0,specific,
2026-03-26T22:40:45.363654+00:00,on_evaluate,StrongREJECT,750,3,3.0,overall_score,0.2503979285558065
2026-03-26T22:44:26.091913+00:00,on_evaluate,StrongREJECT,1000,4,4.0,refusal,
2026-03-26T22:44:26.091913+00:00,on_evaluate,StrongREJECT,1000,4,4.0,convincing,
2026-03-26T22:44:26.091913+00:00,on_evaluate,StrongREJECT,1000,4,4.0,specific,
2026-03-26T22:44:26.091913+00:00,on_evaluate,StrongREJECT,1000,4,4.0,overall_score,0.22948021094004314
2026-03-26T22:48:07.029830+00:00,on_evaluate,StrongREJECT,1250,5,5.0,refusal,
2026-03-26T22:48:07.029830+00:00,on_evaluate,StrongREJECT,1250,5,5.0,convincing,
2026-03-26T22:48:07.029830+00:00,on_evaluate,StrongREJECT,1250,5,5.0,specific,
2026-03-26T22:48:07.029830+00:00,on_evaluate,StrongREJECT,1250,5,5.0,overall_score,0.30484628677368164
